TC_ID,Total_A,Can_A,Grass_A,Soil_A,Water_A,Build_A,Road_A,Paved_A,Perv_A,Imperv_A,Can_P,Grass_P,Soil_P,Water_P,Build_P,Road_P,Paved_P,Perv_P,Imperv_P
36,18067097.250000000000000,3572988.000000000000000,6831475.500000000000000,46858.750000000000000,12881.750000000000000,2892995.500000000000000,1801074.000000000000000,2908823.750000000000000,10464204.000000000000000,7602893.250000000000000,19.776215019820075,37.811693851373938,0.259359593583856,0.071299499979168,16.012508594871267,9.968806693615379,16.100116746756317,57.918567964757038,42.081432035242962
37,16367797.250000000000000,2622708.500000000000000,6357509.500000000000000,55135.250000000000000,2146.000000000000000,2504692.000000000000000,1773494.000000000000000,3052112.000000000000000,9037499.250000000000000,7330298.000000000000000,16.023588635300332,38.841570450171602,0.336851985382456,0.013111110598587,15.302560031405571,10.835263737153147,18.647054049988309,55.215122181452983,44.784877818547024
38,20713171.750000000000000,4689532.750000000000000,8285968.000000000000000,25726.000000000000000,123703.000000000000000,2886104.250000000000000,2414459.000000000000000,2287678.750000000000000,13124929.750000000000000,7588242.000000000000000,22.640341163588335,40.003376112593671,0.124201161997317,0.597219013548710,13.933666387910870,11.656635831255539,11.044560329105559,63.365137451728025,36.634862548271975
39,6229274.500000000000000,1077476.750000000000000,1862906.250000000000000,1715.250000000000000,124.750000000000000,1049478.250000000000000,545090.250000000000000,1692483.000000000000000,2942223.000000000000000,3287051.500000000000000,17.296986189964819,29.905669592823369,0.027535309288425,0.002002640917494,16.847519723203721,8.750461229473833,27.169825314328339,47.232193732994105,52.767806267005888
40,56413765.750000000000000,12516692.250000000000000,13870553.000000000000000,1370894.750000000000000,439450.000000000000000,6735895.750000000000000,5751137.750000000000000,15729142.250000000000000,28197590.000000000000000,28216175.750000000000000,22.187301421196121,24.587177997419893,2.430071334140639,0.778976539072824,11.940163292502771,10.194564524351044,27.881744891316707,49.983527291829475,50.016472708170525
41,11905445.000000000000000,3022108.500000000000000,3636839.750000000000000,1299.000000000000000,28662.250000000000000,1635497.000000000000000,1195567.500000000000000,2385471.000000000000000,6688909.500000000000000,5216535.500000000000000,25.384254851456621,30.547701072912435,0.010910973928316,0.240749085817456,13.737386548759833,10.042190779093096,20.036806688032240,56.183615984114830,43.816384015885170
42,47296261.000000000000000,13005202.750000000000000,14010815.750000000000000,318573.250000000000000,2779495.500000000000000,4516377.500000000000000,4013403.000000000000000,8652393.250000000000000,30114087.250000000000000,17182173.750000000000000,27.497316859783062,29.623516645427848,0.673569629531603,5.876776390421222,9.549121652555156,8.485666551950057,18.294032270331051,63.671179525163737,36.328820474836263
43,12024881.250000000000000,1064563.750000000000000,3031934.750000000000000,111385.250000000000000,0.000000000000000,1942632.500000000000000,1310467.250000000000000,4563897.750000000000000,4207883.750000000000000,7816997.500000000000000,8.853008423679858,25.213843587852480,0.926289812633285,0.000000000000000,16.155107560833500,10.897964169084830,37.953786445916045,34.993141824165626,65.006858175834381
44,80460903.000000000000000,6226171.250000000000000,21625138.250000000000000,313855.500000000000000,275764.250000000000000,13769385.000000000000000,7627684.000000000000000,30622904.750000000000000,28440929.250000000000000,52019973.750000000000000,7.738132456703847,26.876579113212291,0.390072057729703,0.342730742159332,17.113137544578638,9.479988063270927,38.059360022345260,35.347514369805175,64.652485630194832
45,21691879.250000000000000,4762070.750000000000000,7691674.000000000000000,11109.000000000000000,22397.750000000000000,2707183.000000000000000,2349566.500000000000000,4147878.250000000000000,12487251.500000000000000,9204627.750000000000000,21.953242017977765,35.458771973387229,0.051212713624155,0.103254078366677,12.480168125590133,10.831548861770472,19.121802229283567,57.566480783355821,42.433519216644171
46,89965429.500000000000000,19686753.250000000000000,30381244.250000000000000,467975.750000000000000,1094474.500000000000000,11574701.750000000000000,7723216.000000000000000,19037064.000000000000000,51630447.750000000000000,38334981.750000000000000,21.882575739829040,33.769909640680368,0.520172862621636,1.216550074937396,12.865721660340654,8.584648617722655,21.160421403868249,57.389208318068441,42.610791681931559
47,189050749.000000000000000,57593058.750000000000000,87520575.000000000000000,1614818.500000000000000,2665278.750000000000000,12532842.250000000000000,9046327.500000000000000,18077848.250000000000000,149393731.000000000000000,39657018.000000000000000,30.464337779481639,46.294751786463436,0.854171966279806,1.409821841012648,6.629353396531637,4.785131795484185,9.562431434746657,79.023083373237526,20.976916626762478
48,67073114.750000000000000,9337412.000000000000000,26414894.750000000000000,255127.750000000000000,1648569.000000000000000,7117129.000000000000000,6982480.750000000000000,15317501.500000000000000,37656003.500000000000000,29417111.250000000000000,13.921244055540152,39.382239588031062,0.380372599290985,2.457868560517387,10.611001183600170,10.410252716048198,22.837021296972047,56.141724803379589,43.858275196620419
49,26809041.250000000000000,4559149.000000000000000,9248332.750000000000000,365121.500000000000000,16723.750000000000000,3588886.000000000000000,2390340.000000000000000,6640488.250000000000000,14189327.000000000000000,12619714.250000000000000,17.006012850235738,34.497066358163778,1.361934194494926,0.062381007377502,13.386849483101154,8.916171144314980,24.769584962311921,52.927394410271944,47.072605589728056
50,19475090.000000000000000,8175522.250000000000000,5690184.000000000000000,78008.250000000000000,161502.000000000000000,1689936.000000000000000,1198076.000000000000000,2481861.500000000000000,14105216.500000000000000,5369873.500000000000000,41.979381096570030,29.217754577770886,0.400553989737660,0.829274729924226,8.677423313576471,6.151838065960157,12.743774226460571,72.426964394002795,27.573035605997198
51,16884121.250000000000000,3767659.500000000000000,4770428.000000000000000,113934.750000000000000,56222.750000000000000,2316027.250000000000000,1489437.750000000000000,4370411.250000000000000,8708245.000000000000000,8175876.250000000000000,22.314809543315736,28.253931189933855,0.674804144752277,0.332991863583069,13.717191529881958,8.821529577679383,25.884742150853718,51.576536741584931,48.423463258415062
52,31949270.250000000000000,6330867.250000000000000,14847500.500000000000000,158151.000000000000000,37494.250000000000000,2798887.250000000000000,2662085.250000000000000,5114284.750000000000000,21374013.000000000000000,10575257.250000000000000,19.815373560840563,46.472111518728667,0.495006611301239,0.117355575594094,8.760410576200876,8.332225522428011,16.007516634906551,66.899847266464562,33.100152733535438
53,18914985.250000000000000,7633768.500000000000000,5431332.750000000000000,15144.250000000000000,525980.750000000000000,1374403.250000000000000,2270634.250000000000000,1663721.500000000000000,13606226.250000000000000,5308759.000000000000000,40.358310615124587,28.714443486018581,0.080064825850181,2.780762147303287,7.266213702175634,12.004419881850028,8.795785341677705,71.933581074296640,28.066418925703363
54,15875290.000000000000000,4362018.250000000000000,5784378.000000000000000,33675.250000000000000,1672.750000000000000,2104525.750000000000000,1459390.500000000000000,2129629.500000000000000,10181744.250000000000000,5693545.750000000000000,27.476778376961931,36.436361162536244,0.212123684039788,0.010536815390459,13.256612950062644,9.192843091370300,13.414743919638633,64.135800038928423,35.864199961071577
55,8449297.750000000000000,1907303.000000000000000,2929765.500000000000000,12781.500000000000000,628.750000000000000,1397809.500000000000000,771835.250000000000000,1429174.250000000000000,4850478.750000000000000,3598819.000000000000000,22.573509141632510,34.674662755256790,0.151272926794419,0.007441446835034,16.543499132812549,9.134904140406224,16.914710456262476,57.406886270518754,42.593113729481246
56,23360778.750000000000000,5351864.000000000000000,7216311.250000000000000,88442.750000000000000,901520.750000000000000,2200532.250000000000000,2598269.000000000000000,5003838.750000000000000,13558138.750000000000000,9802640.000000000000000,22.909612976836229,30.890713564075856,0.378595041485935,3.859121134820902,9.419772660618174,11.122356098680999,21.419828523481907,58.038042717218921,41.961957282781079
57,46779379.500000000000000,14037226.750000000000000,13016165.000000000000000,384026.500000000000000,1037860.250000000000000,4859180.750000000000000,6469538.000000000000000,6975382.250000000000000,28475278.500000000000000,18304101.000000000000000,30.007295735934246,27.824578134902367,0.820931154078262,2.218627654092761,10.387441650439163,13.829892720146065,14.911232950407133,60.871432679007640,39.128567320992360
58,22924154.750000000000000,7604300.000000000000000,7660382.250000000000000,32406.750000000000000,2646.750000000000000,2995527.750000000000000,2222333.750000000000000,2406557.500000000000000,15299735.750000000000000,7624419.000000000000000,33.171561101942046,33.416203709757283,0.141365081301416,0.011545681962385,13.067124099744614,9.694288728355405,10.497911596936852,66.740675574963120,33.259324425036866
59,68578640.250000000000000,10331284.500000000000000,29944599.250000000000000,432730.250000000000000,463140.000000000000000,7210792.000000000000000,4993136.250000000000000,15202958.000000000000000,41171754.000000000000000,27406886.250000000000000,15.064872185184511,43.664615018376658,0.630998585598232,0.675341474126122,10.514632506146841,7.280891297636948,22.168648932930687,60.035827263285526,39.964172736714474
60,11638747.250000000000000,1942211.250000000000000,2353325.500000000000000,2551.750000000000000,255.500000000000000,2417298.500000000000000,1704664.000000000000000,3218440.750000000000000,4298344.000000000000000,7340403.250000000000000,16.687459640469466,20.219749165873502,0.021924610485892,0.002195253445340,20.769404542228546,14.646456043626173,27.652810743871083,36.931328670274198,63.068671329725802
61,9936135.000000000000000,2285166.000000000000000,3369712.250000000000000,25072.750000000000000,57756.250000000000000,1231376.250000000000000,1194275.250000000000000,1772776.250000000000000,5737707.250000000000000,4198427.750000000000000,22.998540176839384,33.913712424398419,0.252339063428587,0.581274811584182,12.392909818556209,12.019515133399455,17.841708571793760,57.745866476250576,42.254133523749424
62,13975911.750000000000000,3111137.500000000000000,5498251.500000000000000,0.000000000000000,2014.500000000000000,1865509.500000000000000,1632239.250000000000000,1866759.500000000000000,8611403.500000000000000,5364508.250000000000000,22.260712257287974,39.340914556075383,0.000000000000000,0.014414086436973,13.348034342017080,11.678946455854661,13.356978302327931,61.616040899800325,38.383959100199675
63,72510517.750000000000000,29516772.000000000000000,26245729.500000000000000,348228.000000000000000,1752872.750000000000000,5694182.250000000000000,4546821.250000000000000,4405912.000000000000000,57863602.250000000000000,14646915.500000000000000,40.706883519667045,36.195755201320438,0.480244812484462,2.417404818489246,7.852905242839753,6.270567899785822,6.076238505413238,79.800288351961186,20.199711648038811
64,41828598.250000000000000,23295427.000000000000000,10692728.250000000000000,142374.750000000000000,692221.250000000000000,1980580.500000000000000,2358376.750000000000000,2666889.750000000000000,34822751.250000000000000,7005847.000000000000000,55.692583482641567,25.563200052968543,0.340376574775608,1.654899468212517,4.734991328570280,5.638192166767147,6.375756926064334,83.251059578598245,16.748940421401763
65,31258162.000000000000000,6136836.000000000000000,11448503.750000000000000,126764.000000000000000,540604.500000000000000,4281996.750000000000000,3326672.250000000000000,5396784.750000000000000,18252708.250000000000000,13005453.750000000000000,19.632747440492501,36.625645967283681,0.405538879733236,1.729482686793932,13.698811689567671,10.642571530597353,17.265201805531625,58.393414974303347,41.606585025696646
66,25366985.750000000000000,4985268.000000000000000,8797269.000000000000000,138834.500000000000000,203008.750000000000000,3633814.000000000000000,3251136.000000000000000,4357655.500000000000000,14124380.250000000000000,11242605.500000000000000,19.652583279430431,34.679993463551341,0.547303890845604,0.800287239488042,14.324973553469986,12.816406458540310,17.178452114674286,55.680167873315426,44.319832126684581
67,16590988.750000000000000,5398950.250000000000000,5052993.750000000000000,3869.750000000000000,591.000000000000000,1726891.000000000000000,2165190.250000000000000,2242502.750000000000000,10456404.750000000000000,6134584.000000000000000,32.541461701611965,30.456254453189235,0.023324408558833,0.003562174677504,10.408608106614501,13.050399121028878,13.516390034319080,63.024602738037537,36.975397261962463
68,43028439.250000000000000,16189618.000000000000000,14085688.250000000000000,150306.000000000000000,2009218.750000000000000,2718676.500000000000000,3919905.500000000000000,3955026.250000000000000,32434831.000000000000000,10593608.250000000000000,37.625389817038275,32.735763823922568,0.349317806129815,4.669513431166342,6.318324688014335,9.110034127022166,9.191656306706500,75.379984878257005,24.620015121742998
69,38219799.000000000000000,12721199.500000000000000,11206421.250000000000000,48346.000000000000000,286741.500000000000000,3655577.500000000000000,4911086.000000000000000,5390427.250000000000000,24262708.250000000000000,13957090.750000000000000,33.284318161903471,29.320984262633093,0.126494647446995,0.750243349003484,9.564617281215948,12.849586152977938,14.103756144819076,63.482040420987040,36.517959579012960
70,260196044.250000000000000,79945958.500000000000000,133268737.750000000000000,5983410.250000000000000,4007167.250000000000000,10989152.250000000000000,11139553.250000000000000,14862065.000000000000000,223205273.750000000000000,36990770.500000000000000,30.725278214908911,51.218587174966245,2.299577715428700,1.540056944966411,4.223412497171351,4.281215451260652,5.711872001297729,85.783500050270263,14.216499949729734
71,62259104.000000000000000,10779512.500000000000000,23684651.250000000000000,1636034.250000000000000,1366628.000000000000000,6833552.750000000000000,6445106.000000000000000,11513619.250000000000000,37466826.000000000000000,24792278.000000000000000,17.313953795416008,38.042068915736408,2.627783159230817,2.195065319282462,10.975989551664604,10.352069955905566,18.493069302764141,60.178871189665692,39.821128810334308
72,18295956.250000000000000,6892498.750000000000000,5676204.750000000000000,35064.000000000000000,269460.500000000000000,1994676.000000000000000,1162100.500000000000000,2265951.750000000000000,12873228.000000000000000,5422728.250000000000000,37.672252031101131,31.024367747927904,0.191648906025341,1.472787190338849,10.902277928217062,6.351679486553211,12.384986709836497,70.361055875393234,29.638944124606770
73,12467831.750000000000000,2360710.250000000000000,3661160.000000000000000,19106.750000000000000,23464.500000000000000,1758605.000000000000000,1652053.750000000000000,2992731.500000000000000,6064441.500000000000000,6403390.250000000000000,18.934408944041131,29.364849264989481,0.153248378572321,0.188200326010976,14.105139011039350,13.250529708182821,24.003624367163923,48.640706913613904,51.359293086386096
74,24286130.500000000000000,10029429.000000000000000,6791613.000000000000000,14891.500000000000000,581739.000000000000000,2665395.000000000000000,1973512.000000000000000,2229551.000000000000000,17417672.500000000000000,6868458.000000000000000,41.296941066836482,27.964986023607182,0.061316890313177,2.395354830198248,10.974967790772599,8.126086615568504,9.180346782703815,71.718598810955086,28.281401189044914
75,44786942.750000000000000,18540478.250000000000000,13110397.250000000000000,130058.750000000000000,259145.500000000000000,4072188.250000000000000,5320716.250000000000000,3353958.500000000000000,32040079.750000000000000,12746863.000000000000000,41.397061535306520,29.272811326243069,0.290394347133686,0.578618418869415,9.092355941174395,11.880061293087481,7.488697138185437,71.538885627552688,28.461114372447316
76,70916801.750000000000000,26643152.750000000000000,28676810.750000000000000,317818.250000000000000,424062.250000000000000,5088474.500000000000000,4811534.000000000000000,4954949.250000000000000,56061844.000000000000000,14854957.750000000000000,37.569591539003660,40.437258932083751,0.448156490644335,0.597971481419775,7.175273523950197,6.784758874154953,6.986989158743330,79.052978443151517,20.947021556848480
77,42097814.250000000000000,14032519.750000000000000,16620572.750000000000000,102667.750000000000000,409327.500000000000000,3678019.750000000000000,3272734.500000000000000,3981972.250000000000000,31165087.750000000000000,10932726.500000000000000,33.333131422612993,39.480844899209941,0.243879051274022,0.972324828004580,8.736842554717672,7.774119769175426,9.458857475005368,74.030180201101530,25.969819798898470
78,82308356.500000000000000,19226261.250000000000000,34542972.250000000000000,4901503.750000000000000,1177610.500000000000000,7357012.250000000000000,6912236.000000000000000,8190760.500000000000000,59848347.750000000000000,22460008.750000000000000,23.358820498377948,41.967758462046319,5.955049958991710,1.430730183514234,8.938353968955752,8.397975969791110,9.951310958322926,72.712359102930208,27.287640897069785
79,58383070.250000000000000,9899947.250000000000000,25545857.500000000000000,1281845.500000000000000,1095414.250000000000000,5051963.250000000000000,6047632.750000000000000,9460409.750000000000000,37823064.500000000000000,20560005.750000000000000,16.956880149686889,43.755591116758715,2.195577407133706,1.876253244835133,8.653130485202601,10.358538398380993,16.204029198001969,64.784301918414442,35.215698081585565
80,103401532.250000000000000,30986241.500000000000000,66327182.750000000000000,666714.500000000000000,568998.250000000000000,989599.750000000000000,1241314.250000000000000,2621481.250000000000000,98549137.000000000000000,4852395.250000000000000,29.966907477814480,64.145261009901517,0.644782031264338,0.550280288520579,0.957045537398214,1.200479550920775,2.535244104180091,95.307230807500915,4.692769192499079
81,31128438.000000000000000,7784870.250000000000000,10636273.750000000000000,184066.250000000000000,262484.250000000000000,4056934.750000000000000,3515213.000000000000000,4688595.750000000000000,18867694.500000000000000,12260743.500000000000000,25.008868899878628,34.168992835425918,0.591312194977467,0.843229750236745,13.032888929409179,11.292609670938194,15.062097719133869,60.612403680518753,39.387596319481240
82,30906573.250000000000000,6156988.750000000000000,13005970.250000000000000,136583.750000000000000,338763.000000000000000,3936793.000000000000000,2998129.750000000000000,4333344.750000000000000,19638305.750000000000000,11268267.500000000000000,19.921292147779599,42.081566742440465,0.441924599324514,1.096087221510395,12.737720769480648,9.700621695418789,14.020786824045594,63.540870711054964,36.459129288945029
83,47067760.750000000000000,13197879.500000000000000,20606584.500000000000000,380467.250000000000000,413597.000000000000000,4465470.000000000000000,3315576.250000000000000,4688186.250000000000000,34598528.250000000000000,12469232.500000000000000,28.040168662580790,43.780677414104510,0.808339389716984,0.878726740787217,9.487321956356293,7.044261713682650,9.960504122771551,73.507912207189506,26.492087792810498
84,3883217.000000000000000,1005321.500000000000000,1091337.500000000000000,0.000000000000000,304.000000000000000,576718.750000000000000,440522.500000000000000,769012.750000000000000,2096963.000000000000000,1786254.000000000000000,25.888882851512037,28.103953500409585,0.000000000000000,0.007828560701089,14.851571519181133,11.344266879754596,19.803496688441570,54.000664912622710,45.999335087377297
85,8915116.000000000000000,1789626.000000000000000,3071889.000000000000000,317.000000000000000,7276.000000000000000,1412555.500000000000000,924462.250000000000000,1708990.250000000000000,4869108.000000000000000,4046008.000000000000000,20.074062973493557,34.457083901095622,0.003555758556591,0.081614193242129,15.844499387332705,10.369604276601672,19.169579509677721,54.616316826387902,45.383683173612098
86,21529138.250000000000000,6694883.750000000000000,6749404.750000000000000,28749.750000000000000,25849.500000000000000,2380489.250000000000000,1405246.750000000000000,4244514.500000000000000,13498887.750000000000000,8030250.500000000000000,31.096849638187447,31.350092472930264,0.133538786672058,0.120067508972404,11.057057752880564,6.527185313606316,19.715208526750949,62.700548406762167,37.299451593237833
87,68671967.000000000000000,10193480.000000000000000,22097505.250000000000000,777294.500000000000000,604472.250000000000000,9050318.250000000000000,6259367.250000000000000,19689529.500000000000000,33672752.000000000000000,34999215.000000000000000,14.843728009130713,32.178349063454085,1.131894911354440,0.880231448736571,13.179057838841285,9.114879802409039,28.671858926073867,49.034203432675810,50.965796567324183
88,22504355.000000000000000,8295085.250000000000000,5584755.250000000000000,28201.000000000000000,2734.250000000000000,3432876.500000000000000,2281792.000000000000000,2878910.750000000000000,13910775.750000000000000,8593579.250000000000000,36.859911114981969,24.816331105690431,0.125313522649283,0.012149870547279,15.254276338957503,10.139335253109898,12.792682794063637,61.813705613868962,38.186294386131046
89,28760127.250000000000000,13967167.750000000000000,6924325.250000000000000,25234.250000000000000,188379.750000000000000,3067431.750000000000000,1850539.250000000000000,2737049.250000000000000,21105107.000000000000000,7655020.250000000000000,48.564346146973328,24.076128696544625,0.087740397602031,0.655003186747027,10.665570855567060,6.434391732394021,9.516818984171916,73.383218427867007,26.616781572132997
90,17055613.250000000000000,5557815.750000000000000,4612904.500000000000000,20083.250000000000000,7487.750000000000000,2683116.000000000000000,1677197.750000000000000,2497008.250000000000000,10198291.250000000000000,6857322.000000000000000,32.586431625377060,27.046254112264183,0.117751556074948,0.043901968755067,15.731571539944481,9.833699471345600,14.640389726238661,59.794339262471254,40.205660737528746
91,26418127.750000000000000,8060783.000000000000000,9826398.000000000000000,851095.750000000000000,310961.000000000000000,2548888.250000000000000,1893075.000000000000000,2926926.750000000000000,19049237.750000000000000,7368890.000000000000000,30.512317437029580,37.195663875158601,3.221635378759950,1.177074329198064,9.648254691326489,7.165818175741087,11.079236112786228,72.106691020146201,27.893308979853803
92,27936486.750000000000000,7136998.500000000000000,7718262.750000000000000,159908.500000000000000,1303.000000000000000,4357686.000000000000000,2801762.500000000000000,5760565.500000000000000,15016472.750000000000000,12920014.000000000000000,25.547229914298370,27.627893296210555,0.572400178415419,0.004664151264475,15.598546943273032,10.029043827424005,20.620221689114150,53.752187540188821,46.247812459811186
93,38913574.250000000000000,7636748.250000000000000,16851203.250000000000000,250721.500000000000000,786033.750000000000000,4300824.500000000000000,3813726.250000000000000,5274316.750000000000000,25524706.750000000000000,13388867.500000000000000,19.624895418081518,43.304177461930266,0.644303446373858,2.019947448029655,11.052247404387430,9.800503612181037,13.553925209016235,65.593323774415296,34.406676225584697
94,47259046.000000000000000,8246870.250000000000000,25531810.000000000000000,378809.750000000000000,32653.750000000000000,4487317.750000000000000,3266577.000000000000000,5315007.500000000000000,34190143.750000000000000,13068902.250000000000000,17.450352785369390,54.025233602895838,0.801560298106737,0.069095237343555,9.495150938933469,6.912067162760755,11.246539974590261,72.346241923715510,27.653758076284486
